COUNTRY.ID,TIME_PERIOD,OBS_VALUE
USA,1956,1.525054466230906
USA,1957,3.341508277130569
USA,1958,2.729160486502589
USA,1959,1.010684377707116
USA,1960,1.457975986277906
USA,1961,1.070724147647241
USA,1962,1.198773348201856
USA,1963,1.239669421487533
USA,1964,1.278911565
USA,1965,1.585169263836621
USA,1966,3.015075377
USA,1967,2.772785622593087
USA,1968,4.271796153
USA,1969,5.462386200287452
USA,1970,5.838255338482507
USA,1971,4.292766688130508
USA,1972,3.272278246552827
USA,1973,6.177760063770383
USA,1974,11.05480480480481
USA,1975,9.143146864965345
USA,1976,5.744812635490851
USA,1977,6.501683994728401
USA,1978,7.630963838856056
USA,1979,11.25447112927951
USA,1980,13.54920197496842
USA,1981,10.33471534027709
USA,1982,6.131427000274928
USA,1983,3.212435233160646
USA,1984,4.300535475
USA,1985,3.545644152093654
USA,1986,1.898047722342757
USA,1987,3.664563217516898
USA,1988,4.077741107444131
USA,1989,4.827003030089444
USA,1990,5.397956439903248
USA,1991,4.234963964538487
USA,1992,3.028819678149688
USA,1993,2.951656966385589
USA,1994,2.607441592154526
USA,1995,2.805419688536616
USA,1996,2.931204199934415
USA,1997,2.337689937307354
USA,1998,1.552279098743638
USA,1999,2.188027196973577
USA,2000,3.376857271499291
USA,2001,2.826171118854072
USA,2002,1.586031626506012
USA,2003,2.270094973361147
USA,2004,2.677236693091719
USA,2005,3.392746845495504
USA,2006,3.225944101
USA,2007,2.852672481501383
USA,2008,3.839100296650996
USA,2009,-0.355546266
USA,2010,1.640043442389904
USA,2011,3.156841569
USA,2012,2.069337265260666
USA,2013,1.464832655627167
USA,2014,1.622222977408174
USA,2015,0.1186271355524506
USA,2016,1.261583205705358
USA,2017,2.130110003659612
USA,2018,2.442583296928166
USA,2019,1.812210075260205
USA,2020,1.233584396306293
USA,2021,4.697858863637421
USA,2022,8.002799821
USA,2023,4.116338383744878
USA,2024,2.949525204852073
GBR,1956,4.980456618821232
GBR,1957,3.691304394691649
GBR,1958,2.992826870537198
GBR,1959,0.581176398
GBR,1960,1.003575703901713
GBR,1961,3.447496230466193
GBR,1962,4.196498882385511
GBR,1963,2.018543559762291
GBR,1964,3.281586946972135
GBR,1965,4.773774554
GBR,1966,3.909617792118884
GBR,1967,2.482115604748037
GBR,1968,4.697427988272451
GBR,1969,5.446663630488874
GBR,1970,6.366568417274402
GBR,1971,9.444837423371362
GBR,1972,7.071098394797947
GBR,1973,9.196033167
GBR,1974,16.04401118898616
GBR,1975,24.20728767
GBR,1976,16.55952255880839
GBR,1977,15.84026674587672
GBR,1978,8.263141038607713
GBR,1979,13.42127997740122
GBR,1980,17.96592426568573
GBR,1981,11.87662651422962
GBR,1982,8.598863833321873
GBR,1983,4.609303272697777
GBR,1984,4.960710978219278
GBR,1985,6.071394340151192
GBR,1986,3.427609403693137
GBR,1987,4.148922320529449
GBR,1988,4.155351716
GBR,1989,5.760249091852621
GBR,1990,8.063460909388322
GBR,1991,7.461782957469342
GBR,1992,4.591549295774602
GBR,1993,2.558577969
GBR,1994,2.219012605042044
GBR,1995,2.697495183044316
GBR,1996,2.851782363977486
GBR,1997,2.201143135108822
GBR,1998,1.820561637315564
GBR,1999,1.752950800514199
GBR,2000,1.182956242104091
GBR,2001,1.532349602724177
GBR,2002,1.520402459474549
GBR,2003,1.376500385420126
GBR,2004,1.390397566804223
GBR,2005,2.089136490250697
GBR,2006,2.455661664392906
GBR,2007,2.386561507733271
GBR,2008,3.521408563425379
GBR,2009,1.961731735601098
GBR,2010,2.492654724670662
GBR,2011,3.856112446828185
GBR,2012,2.573234796545262
GBR,2013,2.291666666666667
GBR,2014,1.451120163
GBR,2015,0.3680468423253701
GBR,2016,1.008417368114026
GBR,2017,2.557755775577525
GBR,2018,2.292839903459373
GBR,2019,1.738104600865152
GBR,2020,0.989486704
GBR,2021,2.518371096
GBR,2022,7.922048831479066
GBR,2023,6.793967067939643
GBR,2024,3.271572946359213
AUT,1959,1.075010461052623
AUT,1960,1.945749352
AUT,1961,3.542239867
AUT,1962,4.381798638511747
AUT,1963,2.708766994998337
AUT,1964,3.868563549
AUT,1965,4.930916376762709
AUT,1966,2.054820592579846
AUT,1967,3.974672928988339
AUT,1968,2.764864473397654
AUT,1969,3.080404195395356
AUT,1970,4.372824415821358
AUT,1971,4.704258138286983
AUT,1972,6.355146127
AUT,1973,7.531078038271168
AUT,1974,9.521788197422397
AUT,1975,8.445258639
AUT,1976,7.318685451069236
AUT,1977,5.494615681276661
AUT,1978,3.574318575512217
AUT,1979,3.707400963534079
AUT,1980,6.328325362261019
AUT,1981,6.803041775992577
AUT,1982,5.436030825128471
AUT,1983,3.339164534095327
AUT,1984,5.663185739093522
AUT,1985,3.189516818051914
AUT,1986,1.705444567319736
AUT,1987,1.401952717839708
AUT,1988,1.915716846712574
AUT,1989,2.568348290293719
AUT,1990,3.261872318785782
AUT,1991,3.337427034747878
AUT,1992,4.020847800385578
AUT,1993,3.631785249431763
AUT,1994,2.953409367610791
AUT,1995,2.243366315009048
AUT,1996,1.860971157604319
AUT,1997,1.305978572276934
AUT,1998,0.9224671966807927
AUT,1999,0.5689937658855714
AUT,2000,2.344862853572813
AUT,2001,2.650000772795292
AUT,2002,1.810357877641272
AUT,2003,1.355553708964515
AUT,2004,2.061206180328616
AUT,2005,2.299137856392856
AUT,2006,1.441548511190194
AUT,2007,2.168555288
AUT,2008,3.215950332398856
AUT,2009,0.5063088276965154
AUT,2010,1.813534389950624
AUT,2011,3.286579148753771
AUT,2012,2.485675621770154
AUT,2013,2.000156169005993
AUT,2014,1.605811829544746
AUT,2015,0.8965633352603351
AUT,2016,0.8915917526553154
AUT,2017,2.081269113855855
AUT,2018,1.998379814295466
AUT,2019,1.530895641526439
AUT,2020,1.381910633518592
AUT,2021,2.766666667
AUT,2022,8.546869931884493
AUT,2023,7.814134170028328
AUT,2024,2.937915742793849
BEL,1956,2.818875740469299
BEL,1957,3.167704463870742
BEL,1958,1.288982314724347
BEL,1959,1.229458049
BEL,1960,0.2994672547696901
BEL,1961,0.9926762607673394
BEL,1962,1.404607035
BEL,1963,2.148003413322021
BEL,1964,4.168760585643704
BEL,1965,4.065201374746477
BEL,1966,4.174347618529931
BEL,1967,2.730302685909064
BEL,1968,2.701449829313487
BEL,1969,3.753992291
BEL,1970,3.908472384719125
BEL,1971,4.343628546120926
BEL,1972,5.448431284380819
BEL,1973,6.955280087
BEL,1974,12.67788775134521
BEL,1975,12.76819859205146
BEL,1976,9.068609810549655
BEL,1977,7.096000591325998
BEL,1978,4.470593315929435
BEL,1979,4.469083949004787
BEL,1980,6.648688296553561
BEL,1981,7.627486568142762
BEL,1982,8.726549065554679
BEL,1983,7.661609837
BEL,1984,6.341774910091249
BEL,1985,4.868733994969455
BEL,1986,1.294368191024796
BEL,1987,1.553382613149484
BEL,1988,1.160934934153246
BEL,1989,3.107050651110941
BEL,1990,3.448312179618077
BEL,1991,3.215310692608094
BEL,1992,2.427955671646155
BEL,1993,2.754426434734606
BEL,1994,2.377540844763984
BEL,1995,1.467966990902712
BEL,1996,2.077021073506739
BEL,1997,1.628160495129585
BEL,1998,0.9492502883506159
BEL,1999,1.120848234178445
BEL,2000,2.544517761909085
BEL,2001,2.469258231
BEL,2002,1.645214361753579
BEL,2003,1.588963999703793
BEL,2004,2.097283112393153
BEL,2005,2.781432636700223
BEL,2006,1.791207700704591
BEL,2007,1.823056300268081
BEL,2008,4.489444205084016
BEL,2009,-0.053145674
BEL,2010,2.189299204224577
BEL,2011,3.532082107227431
BEL,2012,2.839663434
BEL,2013,1.113095940275394
BEL,2014,0.3400028333569646
BEL,2015,0.5614291527900868
BEL,2016,1.973852646531751
BEL,2017,2.125970860026078
BEL,2018,2.053164998651842
BEL,2019,1.436819569964301
BEL,2020,0.740791812
BEL,2021,2.440248511440835
BEL,2022,9.597511728725013
BEL,2023,4.049010776139445
BEL,2024,3.143491365000369
DNK,1968,8.005207103664614
DNK,1969,3.487919243951996
DNK,1970,6.514841416529791
DNK,1971,5.869869590719089
DNK,1972,6.562360902565352
DNK,1973,9.303382979736706
DNK,1974,15.27520622
DNK,1975,9.605612075386735
DNK,1976,9.010290836
DNK,1977,10.92223781003295
DNK,1978,10.21365457104046
DNK,1979,9.611050379071198
DNK,1980,12.30532407601817
DNK,1981,11.76738743441815
DNK,1982,10.12082567798233
DNK,1983,6.908228811588421
DNK,1984,6.290779360237713
DNK,1985,4.678751451832512
DNK,1986,3.678184118634529
DNK,1987,4.019993456831616
DNK,1988,4.535133010157201
DNK,1989,4.772723424
DNK,1990,2.641603063820001
DNK,1991,2.395153317244151
DNK,1992,2.096044429
DNK,1993,1.257856679532584
DNK,1994,1.992014638095252
DNK,1995,2.083608423828471
DNK,1996,2.126298022755837
DNK,1997,2.182166779071157
DNK,1998,1.845651220078897
DNK,1999,2.497795444045292
DNK,2000,2.903282032364533
